covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
phq9_score,0.1537021588512536,1.166143509526907,0.020726902899661878,0.11307817565685752,0.19432614204564969,1.11971946433175,1.214492315379474,0.0,7.4155873453607475,1.2108697090362875e-13,42.909021595786506
employment_encoded,0.145604582031616,1.1567387023400915,0.07086995903875705,0.006702014729823319,0.2845071493334087,1.0067245234871203,1.329106815493759,0.0,2.054531765031618,0.039924252215776695,4.646590803670935
gender_encoded,-0.061518765927533484,0.9403352993097693,0.10134573466427318,-0.2601527558562614,0.13711522400119447,0.7709338121538915,1.1469602982616178,0.0,-0.6070187969067072,0.5438384378375232,0.8787499719950503
